x,y
2.992993,5.871308
3.003003,5.634315
3.013013,5.758403
3.023023,5.868633
3.033033,5.733468
3.043043,5.924325
3.053053,6.130906
3.063063,6.103112
3.073073,6.208221
3.083083,6.366608
3.093093,6.441237
3.103103,6.285407
3.113113,6.503750
3.123123,6.423482
3.133133,6.498301
3.143143,6.628328
3.153153,6.825094
3.163163,6.851305
3.173173,6.754254
3.183183,6.947964
3.193193,7.019205
3.203203,7.021545
3.213213,7.173922
3.223223,7.290354
3.233233,7.230225
3.243243,7.296328
3.253253,7.404392
3.263263,7.577228
3.273273,7.612830
3.283283,7.638036
3.293293,7.872866
3.303303,7.984267
3.313313,7.955088
3.323323,8.142736
3.333333,8.152384
3.343343,8.389238
3.353353,8.360377
3.363363,8.356785
3.373373,8.480726
3.383383,9.065005
3.393393,8.886503
3.403403,8.886786
3.413413,9.011189
3.423423,8.965540
3.433433,9.380316
3.443443,9.531827
3.453453,9.379466
3.463463,9.566863
3.473473,9.634705
3.483483,9.646365
3.493493,9.807220
3.503504,10.226376
3.513514,10.038025
3.523524,10.374340
3.533534,10.303182
3.543544,10.594820
3.553554,10.689774
3.563564,10.892410
3.573574,11.025652
3.583584,10.973642
3.593594,11.202243
3.603604,11.422879
3.613614,11.584312
3.623624,11.624319
3.633634,11.782662
3.643644,12.061705
3.653654,12.164858
3.663664,12.186257
3.673674,12.612574
3.683684,12.560928
3.693694,12.657884
3.703704,13.075771
3.713714,13.220624
3.723724,13.588181
3.733734,13.589781
3.743744,13.776202
3.753754,13.984711
3.763764,14.412637
3.773774,14.440528
3.783784,14.652753
3.793794,14.807984
3.803804,14.964118
3.813814,15.183125
3.823824,15.408215
3.833834,15.808043
3.843844,15.998110
3.853854,16.300287
3.863864,16.766828
3.873874,16.747574
3.883884,17.011142
3.893894,17.462061
3.903904,17.664207
3.913914,17.657928
3.923924,18.127330
3.933934,18.455737
3.943944,18.773729
3.953954,19.140267
3.963964,19.348328
3.973974,19.705079
3.983984,19.875745
3.993994,20.216696
4.004004,20.709028
4.014014,20.925157
4.024024,21.418277
4.034034,21.756291
4.044044,22.193625
4.054054,22.407678
4.064064,22.757025
4.074074,23.201672
4.084084,23.465023
4.094094,23.975972
4.104104,24.728434
4.114114,24.860195
4.124124,25.436831
4.134134,25.898350
4.144144,26.411455
4.154154,26.835161
4.164164,27.387352
4.174174,27.657107
4.184184,28.333707
4.194194,28.702683
4.204204,29.724219
4.214214,29.962511
4.224224,30.426679
4.234234,30.918132
4.244244,31.526179
4.254254,32.260494
4.264264,32.778967
4.274274,33.408205
4.284284,34.024659
4.294294,34.575317
4.304304,35.372383
4.314314,36.140725
4.324324,36.460908
4.334334,37.230978
4.344344,38.251345
4.354354,38.743940
4.364364,39.449820
4.374374,40.211512
4.384384,41.138982
4.394394,41.621029
4.404404,42.567393
4.414414,43.292118
4.424424,44.227663
4.434434,44.932910
4.444444,45.743770
4.454454,46.510045
4.464464,47.610849
4.474474,48.335707
4.484484,49.149058
4.494494,50.121335
4.504505,50.892009
4.514515,52.009759
4.524525,52.722387
4.534535,53.607556
4.544545,54.642770
4.554555,55.585634
4.564565,56.410771
4.574575,57.195283
4.584585,58.321239
4.594595,59.071934
4.604605,59.966227
4.614615,61.183388
4.624625,61.961234
4.634635,62.876051
4.644645,64.041695
4.654655,64.682743
4.664665,65.634425
4.674675,66.494756
4.684685,67.658360
4.694695,68.607301
4.704705,69.390644
4.714715,70.023890
4.724725,71.051968
4.734735,72.043213
4.744745,72.878506
4.754755,73.430940
4.764765,74.387488
4.774775,75.126684
4.784785,75.883516
4.794795,76.494518
4.804805,77.526981
4.814815,78.138948
4.824825,78.762099
4.834835,79.352246
4.844845,79.819660
4.854855,80.423011
4.864865,80.981139
4.874875,81.525046
4.884885,81.849771
4.894895,82.388234
4.904905,82.745664
4.914915,83.169182
4.924925,83.546996
4.934935,83.797027
4.944945,83.952116
4.954955,83.987373
4.964965,84.172091
4.974975,84.471607
4.984985,84.475373
4.994995,84.492009
5.005005,84.467479
5.015015,84.537700
5.025025,84.401766
5.035035,84.063724
5.045045,84.222773
5.055055,84.124634
5.065065,83.615758
5.075075,83.403265
5.085085,83.050437
5.095095,82.906395
5.105105,82.575005
5.115115,81.896067
5.125125,81.526838
5.135135,80.997525
5.145145,80.629225
5.155155,80.088587
5.165165,79.222804
5.175175,78.556360
5.185185,78.017248
5.195195,77.195754
5.205205,76.570877
5.215215,75.891566
5.225225,74.991521
5.235235,74.353992
5.245245,73.590796
5.255255,72.760317
5.265265,71.936678
5.275275,71.078133
5.285285,70.166004
5.295295,69.576781
5.305305,68.449711
5.315315,67.483650
5.325325,66.622540
5.335335,65.773675
5.345345,64.808639
5.355355,63.872084
5.365365,62.723558
5.375375,62.100019
5.385385,61.068379
5.395395,60.219103
5.405405,59.359791
5.415415,58.135643
5.425425,57.374812
5.435435,56.261730
5.445445,55.429371
5.455455,54.329882
5.465465,53.672125
5.475475,52.652499
5.485485,51.832825
5.495495,50.984908
5.505506,50.215042
5.515516,49.215976
5.525526,48.238395
5.535536,47.456099
5.545546,46.822853
5.555556,45.786940
5.565566,44.883166
5.575576,44.173347
5.585586,43.365685
5.595596,42.497697
5.605606,41.775520
5.615616,41.182224
5.625626,40.340445
5.635636,39.438313
5.645646,38.724759
5.655656,38.020379
5.665666,37.247912
5.675676,36.529457
5.685686,36.031450
5.695696,35.177804
5.705706,34.503385
5.715716,33.976698
5.725726,33.485311
5.735736,32.759796
5.745746,32.062934
5.755756,31.564769
5.765766,31.061561
5.775776,30.634991
5.785786,29.815238
5.795796,29.305478
5.805806,28.872871
5.815816,28.193385
5.825826,27.816393
5.835836,27.263939
5.845846,26.710250
5.855856,26.229735
5.865866,25.772346
5.875876,25.428780
5.885886,25.093549
5.895896,24.715432
5.905906,24.047688
5.915916,23.422466
5.925926,23.373559
5.935936,23.111888
5.945946,22.430005
5.955956,22.323267
5.965966,21.775825
5.975976,21.454807
5.985986,21.026216
5.995996,20.603567
6.006006,20.365122
6.016016,20.026844
6.026026,19.674648
6.036036,19.431759
6.046046,18.985466
6.056056,18.582404
6.066066,18.539773
6.076076,17.939422
6.086086,17.681673
6.096096,17.677991
6.106106,17.226563
6.116116,17.050824
6.126126,16.667445
6.136136,16.365212
6.146146,16.336949
6.156156,16.033146
6.166166,15.896433
6.176176,15.636613
6.186186,15.283728
6.196196,15.116215
6.206206,14.781059
6.216216,14.886877
6.226226,14.347117
6.236236,14.246326
6.246246,14.134264
6.256256,13.650741
6.266266,13.500926
6.276276,13.295610
6.286286,13.181789
6.296296,13.059685
6.306306,12.579629
6.316316,12.632524
6.326326,12.479389
6.336336,12.441011
6.346346,12.129893
6.356356,11.990492
6.366366,11.945344
6.376376,11.530236
6.386386,11.554589
6.396396,11.259302
6.406406,11.170025
6.416416,11.086525
6.426426,10.939164
6.436436,10.604376
6.446446,10.785662
6.456456,10.451495
6.466466,10.473995
6.476476,10.307112
6.486486,10.215119
6.496496,10.018327
6.506507,9.926142
6.516517,9.756568
6.526527,9.727800
6.536537,9.460233
6.546547,9.473300
6.556557,9.237163
6.566567,9.123510
6.576577,9.067316
6.586587,8.959644
6.596597,8.811193
6.606607,8.775114
6.616617,8.726904
6.626627,8.584730
6.636637,8.445374
6.646647,8.532235
6.656657,8.440556
6.666667,8.111982
6.676677,8.185670
6.686687,7.960019
6.696697,7.741039
6.706707,7.883714
6.716717,7.693137
6.726727,7.695055
6.736737,7.459321
6.746747,7.384174
6.756757,7.256487
6.766767,7.398176
6.776777,7.154445
6.786787,7.096135
6.796797,7.146997
6.806807,7.108128
6.816817,6.764592
6.826827,6.869397
6.836837,6.841695
6.846847,6.766764
6.856857,6.953003
6.866867,6.551008
6.876877,6.519615
6.886887,6.332359
6.896897,6.348168
6.906907,6.535508
6.916917,6.192883
6.926927,6.404778
6.936937,6.108609
6.946947,6.090390
6.956957,5.958889
6.966967,5.923410
6.976977,5.817489
6.986987,5.833371
6.996997,5.867842
7.007007,5.737994
7.017017,5.750718
7.027027,5.687318
7.037037,5.539866
7.047047,5.484196
7.057057,5.630946
7.067067,5.251384
7.077077,5.256355
7.087087,5.408667
7.097097,5.175765
7.107107,5.354452
7.117117,5.082932
7.127127,5.324768
7.137137,5.048329
7.147147,5.035684
7.157157,5.082813
7.167167,4.859128
7.177177,4.942266
7.187187,4.783014
7.197197,4.745375
7.207207,4.681159
7.217217,4.665719
7.227227,4.884855
7.237237,4.656005
7.247247,4.508793
7.257257,4.396738
7.267267,4.549247
7.277277,4.706927
7.287287,4.564443
7.297297,4.559494
7.307307,4.266144
7.317317,4.490751
7.327327,4.317917
7.337337,4.288521
7.347347,4.227093
7.357357,4.159529
7.367367,4.185059
7.377377,4.144968
7.387387,4.053012
7.397397,4.140696
7.407407,4.111843
7.417417,4.026036
7.427427,3.765760
7.437437,3.777472
7.447447,3.720762
7.457457,3.802515
7.467467,4.001580
7.477477,3.638717
7.487487,3.804439
7.497497,3.686856
7.507508,3.747505
7.517518,3.531951
7.527528,3.863740
7.537538,3.623603
7.547548,3.550825
7.557558,3.591981
7.567568,3.530056
7.577578,3.342534
7.587588,3.513671
7.597598,3.462919
7.607608,3.546831
7.617618,3.473977
7.627628,3.425371
7.637638,3.594518
7.647648,3.333234
7.657658,3.242385
7.667668,3.328063
7.677678,3.366078
7.687688,3.111697
7.697698,3.291907
7.707708,3.056122
7.717718,2.975350
7.727728,3.017249
7.737738,3.039019
7.747748,3.130119
7.757758,3.138031
7.767768,2.962367
7.777778,3.142286
7.787788,3.069386
7.797798,2.914881
7.807808,3.066803
7.817818,2.875693
7.827828,2.984326
7.837838,2.773621
7.847848,2.854189
7.857858,2.773820
7.867868,2.886530
7.877878,2.821186
7.887888,2.919455
7.897898,2.754193
7.907908,2.982137
7.917918,2.659186
7.927928,2.559279
7.937938,2.742379
7.947948,2.784269
7.957958,2.722194
7.967968,2.734182
7.977978,2.662308
7.987988,2.621964
7.997998,2.665455
8.008008,2.495770
8.018018,2.526967
8.028028,2.655725
8.038038,2.465212
8.048048,2.688147
8.058058,2.584540
8.068068,2.464131
8.078078,2.554807
8.088088,2.344264
8.098098,2.527232
8.108108,2.515056
8.118118,2.617400
8.128128,2.385167
8.138138,2.377496
8.148148,2.408789
8.158158,2.399169
8.168168,2.305795
8.178178,2.093237
8.188188,2.200583
8.198198,2.403172
8.208208,2.373429
8.218218,2.173332
8.228228,2.277941
8.238238,2.203126
8.248248,2.175988
8.258258,2.507223
8.268268,2.302654
8.278278,2.072224
8.288288,2.281911
8.298298,2.049199
8.308308,2.088849
8.318318,2.291852
8.328328,2.190065
8.338338,1.978758
8.348348,2.056871
8.358358,2.151219
8.368368,2.181569
8.378378,2.011720
8.388388,2.113745
8.398398,2.123592
8.408408,2.147255
8.418418,1.856320
8.428428,2.027560
8.438438,1.983550
8.448448,1.883103
8.458458,2.081889
8.468468,1.820994
8.478478,1.956560
8.488488,1.891097
8.498498,1.927532
8.508509,2.024105
8.518519,1.916917
8.528529,2.025614
8.538539,1.847520
8.548549,1.768712
8.558559,1.982622
8.568569,2.066427
8.578579,1.796333
8.588589,1.938484
8.598599,1.813646
8.608609,1.797194
8.618619,1.897662
8.628629,2.016579
8.638639,1.782187
8.648649,1.558669
8.658659,1.616088
8.668669,1.805739
8.678679,1.729469
8.688689,1.776578
8.698699,1.815642
8.708709,1.662522
8.718719,1.591157
8.728729,1.587515
8.738739,1.880442
8.748749,1.540123
8.758759,1.753916
8.768769,1.773236
8.778779,1.663884
8.788789,1.508663
8.798799,1.615713
8.808809,1.666485
8.818819,1.585082
8.828829,1.517283
8.838839,1.508142
8.848849,1.524481
8.858859,1.681568
8.868869,1.577484
8.878879,1.652919
8.888889,1.593885
8.898899,1.665448
8.908909,1.751872
8.918919,1.714567
8.928929,1.550683
8.938939,1.632792
8.948949,1.581012
8.958959,1.355556
8.968969,1.711488
8.978979,1.480482
8.988989,1.653370
8.998999,1.507797
9.009009,1.474132
9.019019,1.323545
9.029029,1.438228
9.039039,1.317811
9.049049,1.346890
9.059059,1.448890
9.069069,1.476731
9.079079,1.564045
9.089089,1.459520
9.099099,1.433046
9.109109,1.372352
9.119119,1.349926
9.129129,1.348071
9.139139,1.514654
9.149149,1.286408
9.159159,1.616058
9.169169,1.282323
9.179179,1.334812
9.189189,1.321382
9.199199,1.434755
9.209209,1.308184
9.219219,1.247410
9.229229,1.283749
9.239239,1.261522
9.249249,1.148763
9.259259,1.229140
9.269269,1.386418
9.279279,1.424069
9.289289,1.275842
9.299299,1.347903
9.309309,1.361621
9.319319,1.258259
9.329329,1.463883
9.339339,1.165411
9.349349,1.327869
9.359359,1.299793
9.369369,1.310301
9.379379,1.186080
9.389389,1.315899
9.399399,1.300602
9.409409,1.106839
9.419419,1.201769
9.429429,1.368486
9.439439,1.130234
9.449449,1.357282
9.459459,1.251758
9.469469,1.256649
9.479479,0.932406
9.489489,1.278776
9.499499,1.084659
9.509510,1.108333
9.519520,1.063540
9.529530,1.153389
9.539540,1.122404
9.549550,1.270562
9.559560,1.029710
9.569570,1.072943
9.579580,1.052029
9.589590,1.000870
9.599600,1.227533
9.609610,0.845876
9.619620,1.060473
9.629630,1.278504
9.639640,1.210435
9.649650,1.183664
9.659660,0.981202
9.669670,1.021986
9.679680,1.255338
9.689690,1.169227
9.699700,1.223068
9.709710,1.141719
9.719720,1.095766
9.729730,1.008919
9.739740,1.096316
9.749750,0.887949
9.759760,0.893570
9.769770,1.232225
9.779780,1.033068
9.789790,0.958695
9.799800,1.103460
9.809810,1.008501
9.819820,1.078357
9.829830,1.180035
9.839840,1.019875
9.849850,1.056804
9.859860,0.900680
9.869870,1.043645
9.879880,1.129657
9.889890,0.864985
9.899900,1.084964
9.909910,0.976577
9.919920,0.966217
9.929930,0.934181
9.939940,0.743523
9.949950,0.808223
9.959960,1.098004
9.969970,1.020434
9.979980,0.903593
9.989990,0.886567
10.000000,0.879907
